Timestamp, Internal Temperature, External Temperature, Reference Temperature, Actuators
10:29:32,67.44,33.64,78.00,100%
10:29:34,67.50,33.64,78.00,100%
10:29:36,67.50,33.63,78.00,100%
10:29:38,67.56,33.62,78.00,100%
10:29:40,67.62,33.63,78.00,100%
10:29:42,67.62,33.64,78.00,100%
10:29:44,67.62,33.64,78.00,100%
10:29:46,67.62,33.62,78.00,100%
10:29:48,67.62,33.64,78.00,100%
10:29:50,67.69,33.64,78.00,100%
10:29:52,67.69,33.62,78.00,100%
10:29:54,67.75,33.62,78.00,100%
10:29:56,67.75,33.63,78.00,100%
10:29:58,67.75,33.64,78.00,100%
10:30:00,67.81,33.63,78.00,100%
10:30:02,67.88,33.64,78.00,100%
10:30:04,67.88,33.64,78.00,100%
