Timestamp, Internal Temperature, External Temperature, Reference Temperature, Actuators
07/09/2021 10:40:09,63.38,33.68,65.00,82%
07/09/2021 10:40:11,63.31,33.69,65.00,86%
07/09/2021 10:40:13,63.31,33.68,65.00,87%
07/09/2021 10:40:15,63.31,33.69,65.00,91%
07/09/2021 10:40:17,63.25,33.69,65.00,94%
07/09/2021 10:40:19,63.19,33.69,65.00,98%
07/09/2021 10:40:21,63.19,33.69,65.00,100%
07/09/2021 10:40:23,63.12,33.68,65.00,100%
07/09/2021 10:40:25,63.19,33.69,65.00,100%
07/09/2021 10:40:27,63.19,33.69,65.00,100%
07/09/2021 10:40:29,63.12,33.69,65.00,100%
07/09/2021 10:40:31,63.12,33.69,65.00,100%
07/09/2021 10:40:33,63.19,33.69,65.00,100%
07/09/2021 10:40:35,63.19,33.68,65.00,100%
07/09/2021 10:40:37,63.12,33.68,65.00,100%
07/09/2021 10:40:39,63.19,33.68,65.00,100%
07/09/2021 10:40:41,63.12,33.68,65.00,100%
07/09/2021 10:40:43,63.12,33.68,65.00,100%
07/09/2021 10:40:45,63.12,33.68,65.00,100%
07/09/2021 10:40:47,63.19,33.69,65.00,100%
07/09/2021 10:40:49,63.19,33.69,65.00,100%
07/09/2021 10:40:51,63.19,33.69,65.00,100%
07/09/2021 10:40:53,63.19,33.69,65.00,100%
07/09/2021 10:40:55,63.19,33.69,65.00,100%
07/09/2021 10:40:57,63.31,33.69,65.00,100%
07/09/2021 10:40:59,63.31,33.70,65.00,100%
07/09/2021 10:41:01,63.31,33.69,65.00,100%
07/09/2021 10:41:03,63.31,33.69,65.00,100%
07/09/2021 10:41:05,63.38,33.70,65.00,100%
07/09/2021 10:41:07,63.38,33.70,65.00,100%
07/09/2021 10:41:09,63.38,33.69,65.00,100%
07/09/2021 10:41:11,63.44,33.69,65.00,100%
07/09/2021 10:41:13,63.44,33.69,65.00,100%
07/09/2021 10:41:15,63.50,33.68,65.00,100%
07/09/2021 10:41:17,63.50,33.68,65.00,100%
07/09/2021 10:41:19,63.56,33.69,65.00,100%
07/09/2021 10:41:21,63.56,33.68,65.00,100%
07/09/2021 10:41:23,63.56,33.69,65.00,100%
07/09/2021 10:41:25,63.62,33.68,65.00,100%
07/09/2021 10:41:27,63.69,33.68,65.00,100%
07/09/2021 10:41:29,63.69,33.69,65.00,100%
07/09/2021 10:41:31,63.69,33.68,65.00,100%
07/09/2021 10:41:33,63.75,33.69,65.00,100%
07/09/2021 10:41:35,63.81,33.68,65.00,100%
07/09/2021 10:41:37,63.81,33.68,65.00,100%
07/09/2021 10:41:39,63.88,33.70,65.00,100%
07/09/2021 10:41:41,63.94,33.68,65.00,100%
07/09/2021 10:41:43,63.94,33.69,65.00,100%
07/09/2021 10:41:45,63.94,33.68,65.00,100%
07/09/2021 10:41:47,64.00,33.69,65.00,100%
07/09/2021 10:41:49,64.06,33.68,65.00,100%
07/09/2021 10:41:51,64.06,33.69,65.00,100%
07/09/2021 10:41:53,64.12,33.69,65.00,100%
07/09/2021 10:41:55,64.19,33.70,65.00,100%
07/09/2021 10:41:57,64.19,33.69,65.00,100%
07/09/2021 10:41:59,64.19,33.69,65.00,100%
07/09/2021 10:42:01,64.25,33.69,65.00,100%
07/09/2021 10:42:03,64.25,33.69,65.00,100%
07/09/2021 10:42:05,64.31,33.69,65.00,100%
07/09/2021 10:42:07,64.31,33.69,65.00,100%
07/09/2021 10:42:09,64.44,33.69,65.00,100%
07/09/2021 10:42:11,64.44,33.69,65.00,100%
07/09/2021 10:42:13,64.44,33.69,65.00,100%
07/09/2021 10:42:15,64.50,33.69,65.00,100%
07/09/2021 10:42:17,64.56,33.69,65.00,100%
07/09/2021 10:42:19,64.62,33.69,65.00,100%
07/09/2021 10:42:21,64.62,33.70,65.00,100%
07/09/2021 10:42:23,64.62,33.69,65.00,100%
07/09/2021 10:42:25,64.69,33.70,65.00,100%
07/09/2021 10:42:27,64.69,33.70,65.00,100%
07/09/2021 10:42:29,64.75,33.70,65.00,100%
07/09/2021 10:42:31,64.75,33.70,65.00,100%
07/09/2021 10:42:33,64.81,33.70,65.00,100%
07/09/2021 10:42:35,64.88,33.71,65.00,100%
07/09/2021 10:42:37,64.88,33.71,65.00,100%
07/09/2021 10:42:39,64.88,33.70,65.00,100%
07/09/2021 10:42:41,64.94,33.71,65.00,100%
07/09/2021 10:42:43,65.00,33.70,65.00,99%
07/09/2021 10:42:45,65.00,33.71,65.00,100%
07/09/2021 10:42:47,65.00,33.70,65.00,100%
07/09/2021 10:42:49,65.06,33.70,65.00,99%
07/09/2021 10:42:51,65.12,33.70,65.00,98%
07/09/2021 10:42:53,65.19,33.70,65.00,98%
07/09/2021 10:42:55,65.25,33.70,65.00,97%
